Gene_acc,Gene_id,SignedRank,log10iBAQ,FDR,Desc
275,cgd5_1670-RA-p1,2.84502,7.475115012875073,1.0,Uncharacterized protein
276,cgd4_790-RA-p1,2.8437639999999997,6.469702507212962,1.0,4F5-like/Zinc-binding domain-containing/At2g23090-like protein
277,cgd1_1510-RA-p1,2.806482,8.915507120312858,1.0,Signal peptide region containing protein
278,cgd8_3420-RA-p1,-2.804934,6.365132166964691,1.0,Protein arginine N-methyltransferase
279,cgd6_510-RA-p1,-2.803793,6.409041087387908,1.0,Synaptobrevin/VAMP-like protein
280,cgd8_1780-RA-p1,-2.801376,6.873833371113057,1.0,Uncharacterized protein
281,cgd5_3690-RA-p1,2.791655,6.939320946095519,1.0,TRAM/LAG1/CLN8 homology domain containing protein
282,cgd8_340-RA-p1,-2.786075,5.779955849877383,1.0,Exoribonuclease domain containing protein
283,cgd2_3180-RA-p1,-2.7715240000000003,5.9008466818073355,1.0,DNA polymerase III delta subunit
284,cgd8_3460-RA-p1,-2.748411,7.263943240043353,1.0,Methionyl-tRNA synthetase
285,cgd2_3060-RA-p1,2.717222,5.958707191087285,1.0,Uncharacterized protein
286,cgd4_260-RA-p1,-2.695369,7.2260466974299185,1.0,WD40-repeat-containing protein
287,cgd2_2200-RA-p1,2.67143,7.3600894734865125,1.0,Ribosomal protein L37
288,cgd8_4110-RA-p1,-2.645249,7.32786235597208,1.0,Uncharacterized protein with WD40 repeat
289,cgd3_3320-RA-p1,-2.616607,7.0183673702328475,1.0,phenylalanyl-tRNA synthetase
290,cgd2_2580-RA-p1,-2.580685,6.716645540902723,1.0,Uncharacterized protein
291,cgd7_4270-RA-p1,-2.572236,7.8955072601946465,1.0,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [gpmA]."
292,cgd5_2510-RA-p1,-2.56303,6.641714987890413,1.0,Serine/threonine-protein kinase
293,cgd3_4330-RA-p1,2.552673,4.981607220219835,1.0,Metallo-dependent phosphatase-like
294,cgd1_1160-RA-p1,2.531735,7.293423624230152,1.0,Signal peptide region containing protein
295,cgd1_2130-RA-p1,-2.5296939999999997,7.505480775652976,1.0,Glutamine-tRNA synthetase
296,cgd2_3010-RA-p1,-2.525377,6.955591470230248,1.0,N-ethylmaleimide-sensitive factor (NSF1)-like AAA Atpase
297,cgd2_1450-RA-p1,2.518397,6.629253592081633,1.0,unspecified product
298,cgd4_850-RA-p1,-2.4726779999999997,6.186175617163064,1.0,Uncharacterized Secreted Protein (CpLSP gene family)
299,cgd2_790-RA-p1,2.465535,9.043594756572885,1.0,LH2/LCCL/SRCR domain containing protein
300,cgd3_3970-RA-p1,2.4616439999999997,6.734198893259128,1.0,Yer007c-ap/MCT-1 like PUA RNA binding domain containing protein
301,cgd3_2200-RA-p1,-2.420889,7.5109045393911815,1.0,Proteasome subunit alpha type
302,cgd5_2740-RA-p1,-2.4193279999999997,7.427189553737666,1.0,Uncharacterized Secreted Protein (WYLE gene family)
303,cgd6_3020-RA-p1,2.41866,8.566524892284885,1.0,Uncharacterized protein
304,cgd7_5240-RA-p1,-2.416061,6.111955531853625,1.0,HAD-like domain containing protein
305,cgd6_2490-RA-p1,-2.41357,6.8177290529669285,1.0,"Ubiquitin-transferase, putative"
306,cgd6_960-RA-p1,-2.385255,7.330614638824115,1.0,Cysteinyl-tRNA synthetase
307,cgd8_4050-RA-p1,2.37922,7.945285538872265,1.0,Ribosomal protein S29
308,cgd4_4080-RA-p1,-2.379191,7.260852574134936,1.0,GDP dissociation inhibitor
309,cgd1_2560-RA-p1,2.373038,6.653682423449959,1.0,Tom40p like translocase
310,cgd8_480-RA-p1,-2.3639419999999998,6.344380187946524,1.0,Histone deacetylase
311,cgd1_3650-RA-p1,-2.3442,7.218020470834019,1.0,Uncharacterized protein
312,cgd5_4140-RA-p1,-2.332332,6.773913156646266,1.0,Uncharacterized protein
313,cgd6_2210-RA-p1,2.317034,8.352322756499353,1.0,Uncharacterized transmembrane Protein
314,cgd7_2440-RA-p1,-2.3025849999999997,5.166124095375155,1.0,Transcription factor/nuclear export subunit protein 2
315,cgd3_1510-RA-p1,-2.3025849999999997,4.528916700277655,1.0,Cyclin-dependent kinase 3
316,cgd3_2480-RA-p1,-2.3025849999999997,4.906128442359975,1.0,Uncharacterized protein
317,cgd1_450-RA-p1,-2.3025849999999997,5.897911030707268,1.0,Uncharacterized protein
318,cgd1_510-RA-p1,-2.3025849999999997,5.1627734388351865,1.0,Uncharacterized protein
319,cgd8_4320-RA-p1,-2.3025849999999997,5.970455358803259,1.0,Uncharacterized Protein
320,cgd5_3790-RA-p1,-2.3025849999999997,5.215862185987261,1.0,Snf7 family
321,cgd4_460-RA-p1,-2.3025849999999997,5.449092531119419,1.0,Nucleoporin complex subunit 54
322,cgd5_920-RA-p1,-2.3025849999999997,4.378882199277559,1.0,Pre-mRNA-processing factor 6/Prp1/STA1
323,cgd5_950-RA-p1,-2.3025849999999997,5.203427273676181,1.0,Csn12p/Rpn3p family protein component of the COP9 signalsome
324,cgd5_2620-RA-p1,-2.3025849999999997,5.035396380952541,1.0,Pumilio RNA-binding repeat containing protein
325,cgd6_1110-RA-p1,-2.3025849999999997,5.674309888941477,1.0,Uncharacterized Secreted Protein
326,cgd2_2910-RA-p1,-2.3025849999999997,5.355259905527379,1.0,WD repeat containing protein
327,cgd6_1200-RA-p1,-2.3025849999999997,5.924434363543231,1.0,Diphthine synthase
328,cgd6_130-RA-p1,-2.3025849999999997,4.978598930746957,1.0,Cation/H+ exchanger (CPA1)
329,cgd2_2940-RA-p1,-2.3025849999999997,4.840921200198772,1.0,type 1 K Homology domain containing protein
330,cgd3_1200-RA-p1,-2.3025849999999997,5.367790619192478,1.0,Prefoldin subunit
331,cgd7_4250-RA-p1,-2.3025849999999997,5.239090834164002,1.0,RNA pol II HAD superfamily/BRCT domain containing protein
332,cgd6_1480-RA-p1,-2.3025849999999997,5.221492482051523,1.0,Uncharacterized protein
333,cgd1_3190-RA-p1,-2.3025849999999997,4.990057523223369,1.0,Uncharacterized protein
334,cgd4_1240-RA-p1,-2.3025849999999997,5.13049458852347,1.0,Uncharacterized protein
335,cgd4_110-RA-p1,-2.3025849999999997,4.671126540195512,1.0,Winged helix-turn-helix DNA-binding domain containing protein
336,cgd3_3310-RA-p1,-2.3025849999999997,5.3267112677574335,1.0,Uncharacterized protein
337,cgd3_160-RA-p1,-2.3025849999999997,4.96148437462636,1.0,Uncharacterized protein
338,cgd5_4300-RA-p1,-2.3025849999999997,4.547220719013061,1.0,Uncharacterized protein
339,cgd2_2430-RA-p1,-2.3025849999999997,5.827875224271693,1.0,Impact family with RWD domain
340,cgd4_410-RA-p1,-2.3025849999999997,5.0462870068892745,1.0,Deoxyhypusine hydroxylase
341,cgd6_4790-RA-p1,-2.3025849999999997,5.502927590345294,1.0,Uncharacterized protein with B-box-type zinc finger
342,cgd3_2660-RA-p1,-2.3025849999999997,5.595459477929287,1.0,Uncharacterized protein
343,cgd3_2630-RA-p1,-2.3025849999999997,4.430451324078889,1.0,Diacylglycerol kinase
344,cgd5_330-RA-p1,-2.3025849999999997,5.490450120356019,1.0,Uncharacterized protein
345,cgd1_1470-RA-p1,-2.3025849999999997,4.667857483300368,1.0,Uncharacterized protein
346,cgd8_1450-RA-p1,-2.3025849999999997,5.456770781044549,1.0,G-protein beta WD-40 repeat
347,cgd1_2920-RA-p1,-2.3025849999999997,5.317541032456148,1.0,Golgi transport SNARE BOS1
348,cgd7_3930-RA-p1,-2.3025849999999997,5.2373761539301436,1.0,THIF-type NAD/FAD binding fold-containing protein
349,cgd5_4500-RA-p1,-2.3025849999999997,5.30987846745907,1.0,Vacuolar protein sorting-associated protein 13
350,cgd3_1590-RA-p1,-2.3025849999999997,4.939519252618618,1.0,DEAD/DEAH box helicase domain containing protein
351,cgd1_2890-RA-p1,-2.3025849999999997,4.987427903514197,1.0,Beta transducin-like protein with WD40 repeat
352,cgd3_3190-RA-p1,-2.3025849999999997,5.605053520765004,1.0,GCN5 like acetylase with bromodomain
353,cgd2_2630-RA-p1,-2.3025849999999997,5.876246715594605,1.0,Uncharacterized protein
354,cgd1_3660-RA-p1,-2.3025849999999997,5.79152690995194,1.0,PITH domain containing protein
355,cgd7_5340-RA-p1,-2.3025849999999997,5.935952080634469,1.0,Uncharacterized protein
356,cgd5_660-RA-p1,-2.3025849999999997,6.0677278169841085,1.0,Thioredoxin domain containing protein
357,cgd5_2880-RA-p1,-2.3025849999999997,5.662064925696467,1.0,C1p1p GTpase. Pre-mRNA cleavaage complex protein
358,cgd3_3570-RA-p1,-2.3025849999999997,4.749903715931822,1.0,SAC3/GANP/THP3
359,cgd4_4210-RA-p1,-2.3025849999999997,5.677591746064846,1.0,Uncharacterized protein
360,cgd6_4510-RA-p1,-2.3025849999999997,4.122390653457802,1.0,Telomeric DNA binding protein SANT DNA-binding domain containing protein
361,cgd5_2750-RA-p1,-2.3025849999999997,5.614774218788637,1.0,WH2 domain containing protein
362,cgd3_210-RA-p1,-2.3025849999999997,4.327222663760203,1.0,Uncharacterized protein with Tetratricopeptide-like helical domain
363,cgd5_3840-RA-p1,-2.3025849999999997,5.593876542273761,1.0,BSD domain containing protein
364,cgd5_2910-RA-p1,-2.3025849999999997,5.0218849914443355,1.0,Alpha amylase
365,cgd4_4060-RA-p1,-2.3025849999999997,4.713560539787124,1.0,B-box zinc finger domain containing protein
366,cgd4_30-RA-p1,-2.3025849999999997,5.6866064812392425,1.0,Uncharacterized protein
367,cgd5_250-RA-p1,-2.3025849999999997,4.972503684487316,1.0,Serine/threonine protein kinase
368,cgd3_4080-RA-p1,-2.3025849999999997,6.007242656135688,1.0,Thioredoxin-like/UBA-like domain containing protein
369,cgd1_1270-RA-p1,-2.3025849999999997,5.428188807396423,1.0,PPPDE peptidase/PUB domain containing protein
370,cgd4_3600-RA-p1,-2.3025849999999997,5.195484523033763,1.0,Uncharacterized protein (HCD gene family)
371,cgd6_250-RA-p1,-2.3025849999999997,4.774115331389871,1.0,TatD family protein
372,cgd6_260-RA-p1,-2.3025849999999997,5.528209432477408,1.0,Diacylglycerol acyltransferase
373,cgd8_1340-RA-p1,-2.3025849999999997,4.311859773623503,1.0,Uncharacterized protein
374,cgd7_520-RA-p1,-2.3025849999999997,4.513417382858506,1.0,Cyclophilin-like peptidyl-prolyl cis-trans isomerase
375,cgd2_1430-RA-p1,-2.3025849999999997,5.308137378638039,1.0,Dynactin subunit p62
376,cgd3_850-RA-p1,-2.3025849999999997,5.41394206706839,1.0,Uncharacterized protein
377,cgd6_290-RA-p1,-2.3025849999999997,5.207207851180893,1.0,Uncharacterized protein
378,cgd8_2270-RA-p1,-2.3025849999999997,4.36825588490341,1.0,Uncharacterized protein
379,cgd6_3040-RA-p1,-2.3025849999999997,5.076961889469141,1.0,RNA-polymerase II-associated protein 3-like protein
380,cgd1_2070-RA-p1,-2.3025849999999997,5.207611929607349,1.0,Uncharacterized protein
381,cgd7_160-RA-p1,-2.3025849999999997,5.814169877598103,1.0,Trmb type tRNA (guanine-N-7) methyltransferase
382,cgd1_1210-RA-p1,-2.3025849999999997,6.047560408131499,1.0,Uncharacterized protein
383,cgd4_3680-RA-p1,-2.3025849999999997,6.078305743337224,1.0,Uncharacterized protein
384,cgd5_1060-RA-p1,-2.3025849999999997,6.023615934780521,1.0,Uncharacterized protein
385,cgd8_3860-RA-p1,-2.3025849999999997,5.105663438132231,1.0,Uncharacterized protein
386,cgd6_900-RA-p1,-2.3025849999999997,4.181795965324855,1.0,"Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2"
387,cgd8_4810-RA-p1,-2.3025849999999997,5.23346147883578,1.0,NLI interacting factor-like phosphatase FCP1/BRCT/HAD domain containing protein
388,cgd6_800-RA-p1,-2.3025849999999997,5.638156336676239,1.0,Thrombospondin type-1 (TSP1) repeat/EGF-like domain containing protein
389,cgd6_3550-RA-p1,-2.3025849999999997,5.331022171041829,1.0,tRNA N6-adenosine threonylcarbamoyltransferase Kae1/OSGEP
390,cgd6_3570-RA-p1,-2.3025849999999997,5.632727166036443,1.0,Protein-tyrosine-like/Myotubularin-like phosphatase domain containing protein
391,cgd3_50-RA-p1,-2.3025849999999997,4.780773214011138,1.0,Putative serine esterase
392,cgd3_540-RA-p1,-2.3025849999999997,5.4471838814348965,1.0,Major facilitator superfamily domain containing protein
393,cgd8_3240-RA-p1,-2.3025849999999997,5.8814227010509095,1.0,Uncharacterized Protein
394,cgd1_1450-RA-p1,-2.3025849999999997,6.370266296307733,1.0,Signal peptide region containing protein
395,cgd7_4790-RA-p1,-2.3025849999999997,5.3901988898023,1.0,PPM-type phosphatase domain containing protein
396,cgd6_680-RA-p1,-2.3025849999999997,4.231681928224919,1.0,C2 domain containing protein
397,cgd7_4860-RA-p1,-2.3025849999999997,4.067709237408555,1.0,Uncharacterized protein
398,cgd8_5293-RA-p1,-2.3025849999999997,5.48180080953861,1.0,Uncharacterized protein
399,cgd1_3170-RA-p1,-2.3025849999999997,5.462672465134022,1.0,PH domain-containing protein
400,cgd1_730-RA-p1,-2.3025849999999997,5.584406616170845,1.0,Glutamine cyclotransferase
401,cgd6_80-RA-p1,-2.3025849999999997,4.945640890026722,1.0,Histone deacetylase
402,cgd6_4240-RA-p1,-2.3025849999999997,5.171209476994638,1.0,MO25-like protein
403,cgd2_90-RA-p1,-2.3025849999999997,5.271880311984758,1.0,ABC transporter
404,cgd6_1690-RA-p1,-2.3025849999999997,5.221275102209607,1.0,Uncharacterized protein
405,cgd8_1080-RA-p1,-2.3025849999999997,5.425099273559653,1.0,STXBP/UNC-18/SEC1 syntaxin involved in golgi transport
406,cgd1_1810-RA-p1,-2.3025849999999997,5.139601006963647,1.0,Uncharacterized protein
407,cgd7_4320-RA-p1,-2.3025849999999997,5.604280066452104,1.0,Uncharacterized Protein
408,cgd5_2350-RA-p1,-2.3025849999999997,4.815500267881787,1.0,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase"
409,cgd4_1020-RA-p1,-2.3025849999999997,4.867909218171997,1.0,Nucleolar pre-ribosomal-associated protein 1 C-terminal domain containing protein
410,cgd7_2160-RA-p1,-2.3025849999999997,5.170520845364322,1.0,"SWAP/Surp,Splicing factor 3A subunit 1"
411,cgd1_2530-RA-p1,-2.3025849999999997,6.260270195258816,1.0,TRAFAC type P-loop Gtpase with Kinesin motor domain
412,cgd8_2980-RA-p1,-2.3025849999999997,5.796100004156285,1.0,Exosome complex RNA-binding protein 1/RRP40/RRP4
413,cgd2_70-RA-p1,-2.3025849999999997,4.788262670236512,1.0,ABC transporter
414,cgd7_4350-RA-p1,-2.3025849999999997,6.185589368474241,1.0,Myosin motor domain containing protein
415,cgd4_1010-RA-p1,-2.3025849999999997,4.572968359354028,1.0,Galactose-binding domain-containing protein
416,cgd6_4150-RA-p1,-2.3025849999999997,4.375328239638281,1.0,Formin Homology 2 Domain containing protein
417,cgd6_660-RA-p1,-2.3025849999999997,5.356663119936816,1.0,Secreted pepsinogen like aspartyl protease
418,cgd6_4000-RA-p1,-2.3025849999999997,5.300631709813319,1.0,Uncharacterized protein
419,cgd2_500-RA-p1,-2.3025849999999997,5.59573498140551,1.0,BRCT domain containing protein
420,cgd7_1940-RA-p1,-2.3025849999999997,5.781516028004414,1.0,Uncharacterized Protein
421,cgd5_2150-RA-p1,-2.3025849999999997,6.325686665641967,1.0,ZIP Zinc transporter
422,cgd8_4550-RA-p1,-2.3025849999999997,5.333010409193944,1.0,Uncharacterized protein
423,cgd8_2720-RA-p1,-2.3025849999999997,4.217312824801362,1.0,Insulinase like metalloprotease
424,cgd8_4090-RA-p1,-2.3025849999999997,5.841672250073635,1.0,Uncharacterized protein
425,cgd8_620-RA-p1,2.3025849999999997,5.949650180073034,1.0,Uncharacterized protein
426,cgd7_3410-RA-p1,2.3025849999999997,4.904147291724293,1.0,SNF5 like protein
427,cgd6_1670-RA-p1,2.3025849999999997,5.4124045419515285,1.0,GTP1/OBG GTP-binding protein
428,cgd6_5180-RA-p1,2.3025849999999997,5.4991599287903865,1.0,Uncharacterized protein
429,cgd8_5080-RA-p1,2.3025849999999997,5.477964896270739,1.0,Uncharacterized protein
430,Cgd8_1390-RA-p1,2.3025849999999997,5.4348083386530925,1.0,Uncharacterized protein
431,cgd2_3500-RA-p1,2.3025849999999997,4.229596527617097,1.0,Uncharacterized protein
432,cgd3_3460-RA-p1,2.3025849999999997,4.7930100020290825,1.0,DWNN domain containing protein
433,cgd3_1880-RA-p1,2.3025849999999997,4.5550541222417005,1.0,RNA recognition motif domain containing protein
434,cgd8_150-RA-p1,2.3025849999999997,5.214654023411023,1.0,Thrombospondin type-1 (TSP1) repeat-containing protein
435,cgd1_520-RA-p1,2.298421,8.337278184314016,1.0,V-type proton ATPase proteolipid subunit
436,cgd2_2050-RA-p1,-2.292366,7.598720671263356,1.0,Proteasome subunit alpha type
437,cgd7_1490-RA-p1,-2.29077,8.086552016849984,1.0,Tryptophanyl-tRNA synthetase
438,cgd8_1270-RA-p1,-2.2869450000000002,7.095169758400958,1.0,Clathrin heavy chain
439,cgd8_2470-RA-p1,2.263689,7.232026543753226,1.0,Uncharacterized protein
440,cgd7_300-RA-p1,2.251374,9.040245555295893,1.0,"CpCCP2 extracellular protein with a signal peptide, ricin, discoidin, NEC, LCCL, 2 levanase and an apicomplexan-specific cysteine-rich repeat ("
441,cgd2_3340-RA-p1,-2.239439,5.7615519885641815,1.0,Ser/Thr protein kinase
442,cgd7_2650-RA-p1,-2.224912,7.304726711695135,1.0,S-adenosylmethionine synthase
443,cgd1_1950-RA-p1,-2.193765,5.9807197831202,1.0,Uncharacterized protein with RING-type Zinc finger and CDC48 domain 2
444,cgd2_3350-RA-p1,2.1892970000000003,8.156102361467156,1.0,Uncharacterized protein
445,cgd4_3040-RA-p1,-2.187591,6.45631642556489,1.0,NifS-like protein cysteine desulfurase/Pyridoxal phosphate-dependent transferase
446,cgd2_2110-RA-p1,2.174277,8.28631085713349,1.0,Uncharacterized protein
447,cgd6_3580-RA-p1,2.148403,6.809732724637655,1.0,Derlin
448,cgd1_750-RA-p1,-2.129439,6.862208726158251,1.0,Dynein heavy chain
449,cgd2_2100-RA-p1,2.124523,8.445838410073057,1.0,Uncharacterized protein
450,cgd2_4150-RA-p1,2.121523,8.2214703142901,1.0,Articulin family protein
451,cgd4_3290-RA-p1,2.104011,8.330901235380754,1.0,Articulin family protein/adjacent paralogous protein
452,cgd8_2370-RA-p1,-2.101954,6.7600153929385876,1.0,Adenosine kinase/Carbohydrate kinase PfkB
453,cgd3_2170-RA-p1,-2.097922,7.579616704042347,1.0,Proteasome endopeptidase complex
454,cgd8_5030-RA-p1,2.090013,8.42614160135342,1.0,"Articulin family protein, Pfs77 protein-related"
455,cgd5_3820-RA-p1,-2.08878,5.817806577276008,1.0,"Vacuole membrane protein, VMP1 like integral membrane protein"
456,cgd2_980-RA-p1,-2.081474,6.74185790218303,1.0,RNA polymerase Rpb5
457,cgd4_3300-RA-p1,2.075211,8.311161687148292,1.0,unspecified product
458,cgd2_3230-RA-p1,-2.0713049999999997,7.154926352174136,1.0,DnaJ/Thioredoxin domain containing protein
459,cgd7_5080-RA-p1,2.034824,7.652785086419576,1.0,Oligosaccharyltransferase subunit Ribophorin II
460,cgd7_1640-RA-p1,-2.02772,6.9124809436080445,1.0,GTPase domain-containing signal recognition particle SRP54 subunit
461,cgd6_3420-RA-p1,-2.010049,6.609773283214309,1.0,Nucleotide-diphospho-sugar transferase
462,cgd7_3640-RA-p1,-2.0019549999999997,6.289666604349874,1.0,ATP-dependent (S)-NAD(P)H-hydrate dehydratase
463,cgd8_4010-RA-p1,-1.9580119999999999,7.057628706832097,1.0,Histidyl-tRNA synthetase
464,cgd5_690-RA-p1,1.936757,6.911358723107475,1.0,Glycosyl transferase family 2
465,cgd3_1620-RA-p1,-1.9354310000000001,5.0504061818061885,1.0,RNase P subunit p30
466,cgd8_3730-RA-p1,-1.922504,6.798342479346393,1.0,Uncharacterized protein
467,cgd7_4220-RA-p1,-1.915707,7.343157726967477,1.0,TCP-1/cpn60 chaperonin
468,cgd6_4550-RA-p1,-1.90861,6.637157610773805,1.0,Ubiquitinyl hydrolase
469,cgd6_70-RA-p1,1.9033259999999999,7.6765082711042245,1.0,CAAX prenyl protease 1
470,cgd5_2260-RA-p1,1.899457,6.861145342952255,1.0,Uncharacterized protein
471,cgd4_3470-RA-p1,-1.8978270000000002,7.088902488391275,1.0,Uncharacterized protein
472,cgd4_570-RA-p1,-1.888293,7.15712419550487,1.0,Ubiquitin-conjugating enzyme
473,cgd6_4570-RA-p1,1.887593,7.827040627364914,1.0,Glutamine synthetase type I
474,cgd2_1500-RA-p1,-1.872495,7.395922810576754,1.0,Eukaryotic translation initiation factor 3 subunit E withPCI domain domain
475,cgd5_2330-RA-p1,-1.8672669999999998,7.044955694705045,1.0,Actin
476,cgd6_1000-RA-p1,1.862397,6.623674759446243,1.0,Uncharacterized protein
477,cgd2_810-RA-p1,-1.8576689999999998,6.773219933068678,1.0,Calmodulin
478,cgd6_850-RA-p1,-1.831145,6.681529766384849,1.0,Thioredoxin
479,cgd1_3720-RA-p1,1.824659,6.097847077423337,1.0,Mannosyltransferase DXD
480,cgd2_280-RA-p1,1.8230669999999998,8.030285929018248,1.0,Ribosomal protein L15
481,cgd6_3340-RA-p1,1.7995349999999999,8.07584915924974,1.0,60S ribosomal protein L32
482,cgd6_2060-RA-p1,-1.7832869999999998,6.20403275308788,1.0,"Cdc39p protein-like C-terminal Not1, CCR4-Not complex component Not1"
483,cgd6_5280-RA-p1,1.7587490000000001,6.878291661865846,1.0,Uncharacterized protein
484,cgd4_2350-RA-p1,-1.758614,6.432069856675367,1.0,Uncharacterized transmembrane Protein
485,cgd3_320-RA-p1,-1.7584540000000002,7.306565516068635,1.0,Myristoyl-CoA:protein N-myristoyltransferase
486,cgd6_700-RA-p1,-1.7392900000000002,6.983491422936239,1.0,Ribonucleotide reductase small subunit
487,cgd6_3750-RA-p1,-1.733625,6.794581564427597,1.0,Alpha amylase
488,cgd8_4750-RA-p1,-1.730968,7.020395814869084,1.0,Dbp5p-like eIF4A-1-family RNA SFII helicase
489,cgd4_250-RA-p1,-1.723434,7.509743820442496,1.0,Proteasome subunit alpha type
490,cgd5_1880-RA-p1,-1.707153,7.51312344831885,1.0,T-complex protein 1 subunit delta
491,cgd6_880-RA-p1,-1.702575,7.663890868056375,1.0,Gdb1p glycogen debranching enzyme
492,cgd3_1090-RA-p1,-1.7023220000000001,6.0136518516134245,1.0,Uncharacterized protein with WD40 repeat
493,cgd4_1133-RA-p1,1.681009,7.97493043376271,1.0,Uncharacterized protein
494,cgd1_700-RA-p1,-1.675238,6.106101841326728,1.0,ABC transporter
495,cgd7_1540-RA-p1,-1.674725,7.5392177025663685,1.0,Aspartate--tRNA ligase
496,cgd5_2600-RA-p1,-1.673271,7.75974223485112,1.0,leucine aminopeptidase
497,cgd3_3930-RA-p1,1.6705020000000002,8.495645846064715,1.0,60S ribosomal protein L27A
498,cgd6_1020-RA-p1,-1.668073,7.037462355637685,1.0,Translation initiation factor if-4E
499,cgd6_2220-RA-p1,1.6677220000000001,8.633611176978848,1.0,Uncharacterized transmembrane Protein
500,cgd8_4250-RA-p1,1.6641099999999998,7.023088727883621,1.0,Short-chain dehydrogenase/reductase SDR
501,cgd6_1570-RA-p1,1.6516959999999998,6.1249753243771625,1.0,Apyrase
502,cgd7_3810-RA-p1,-1.6443619999999999,6.591547963826579,1.0,Uncharacterized protein
503,cgd8_1400-RA-p1,1.642034,7.141645710458564,1.0,Glycerol-3-phosphate acyltransferase family
504,cgd5_2430-RA-p1,-1.622085,6.578761612577882,1.0,Prefoldin alpha-like protein
505,cgd7_3290-RA-p1,1.615902,6.402407555995016,1.0,Cleft lip and palate transmembrane protein 1 (CLPTM1)
506,cgd7_2240-RA-p1,-1.613932,6.367006512061361,1.0,Uncharacterized protein
507,cgd8_4510-RA-p1,1.611996,6.819786250311924,1.0,Uncharacterized protein
508,cgd4_3400-RA-p1,-1.606786,7.287925956201519,1.0,AMP-dependent synthetase/ligase
509,cgd7_4500-RA-p1,1.597122,8.205279266968951,1.0,Uncharacterized Secreted Protein
510,cgd6_3330-RA-p1,-1.59409,6.669778379276812,1.0,SPX/VTC domain containing protein
511,cgd8_3560-RA-p1,-1.591685,7.117587397806318,1.0,Uncharacterized Secreted Protein (WYLE gene family)
512,cgd4_1940-RA-p1,-1.5870950000000001,8.297838720820904,1.0,Nucleoside diphosphate kinase
513,cgd7_330-RA-p1,1.584627,6.975542857273255,1.0,Endomembrane protein 70 Nonaspanin (TM9SF)
514,cgd4_2390-RA-p1,-1.578609,6.685841644689327,1.0,Vacuolar protein sorting-associated protein 35
515,cgd6_920-RA-p1,-1.563222,7.576882632881667,1.0,26s protease regulatory subunit P45
516,cgd8_4470-RA-p1,-1.5631110000000001,7.07015735815292,1.0,Sec23/Sec24
517,cgd8_2770-RA-p1,-1.5513649999999999,5.842559661067268,1.0,Bromodomain/HAS/DEXDc/SNF2 domain containing protein
518,cgd3_2150-RA-p1,-1.545312,6.540959599678167,1.0,Protein tyrosine phosphatase-like protein
519,cgd7_3390-RA-p1,-1.535562,6.8880354168460585,1.0,Patatin-like phospholipase
520,cgd1_3510-RA-p1,1.53046,7.362860872392393,1.0,PAN domain/Thrombospondin type-1 (TSP1) repeat containing protein
521,cgd5_4400-RA-p1,-1.529427,7.607016575602798,1.0,Arginine-tRNA ligase
522,cgd8_5020-RA-p1,-1.517395,6.445791293560652,1.0,Carbohydrate binding module family 20
523,cgd7_2013-RA-p1,1.5054020000000001,8.095247250014788,1.0,Uncharacterized protein
524,cgd8_4290-RA-p1,1.501003,8.836400078943146,1.0,PH domain-like protein
525,cgd2_2350-RA-p1,-1.489187,7.4419097429303,1.0,MA3 domain containing protein
526,cgd8_4300-RA-p1,1.483243,8.768919771071056,1.0,Uncharacterized protein
527,cgd1_2270-RA-p1,1.478888,8.482665196082165,1.0,40S ribosomal protein S26
528,cgd6_1500-RA-p1,1.4757879999999999,8.782064534898614,1.0,Cytochrome Oxidase subunit III
529,cgd6_4400-RA-p1,-1.4741549999999999,7.686231424209213,1.0,Proline-tRNA synthetase class II
530,cgd8_3590-RA-p1,-1.4673100000000001,7.626545487991146,1.0,Uncharacterized Secreted Protein (WYLE gene family)
531,cgd2_1350-RA-p1,-1.4635129999999998,7.5742842429528805,1.0,26S proteasome subunit P45/AAA+ ATPase core domain containing protein
532,cgd5_1370-RA-p1,1.4583190000000001,8.023946707000736,1.0,Uncharacterized protein
533,cgd1_2970-RA-p1,1.455803,7.339818002045296,1.0,DNAJ like chaperone
534,cgd8_1720-RA-p1,-1.452502,8.59905370207128,1.0,Aldehyde/Alcohol dehydrogenase
535,cgd6_60-RA-p1,-1.452386,6.859467447440206,1.0,Uncharacterized protein
536,cgd3_500-RA-p1,1.451139,7.456839297882467,1.0,GDP-fucose transporter
537,cgd6_5260-RA-p1,-1.4465370000000002,6.613607898530624,1.0,ABC transporter ATpase with 2 AAA domains
538,cgd3_510-RA-p1,1.443527,7.7779776185236695,1.0,GDP-fucose transporter
539,cgd5_4210-RA-p1,-1.435216,7.2567250001898085,1.0,Proteasome subunit beta type
540,cgd2_4320-RA-p1,-1.430752,8.11797796841521,1.0,Thioredoxin/glutathione reductase selenoprotein
541,cgd2_1070-RA-p1,1.428046,8.668550532180028,1.0,40S ribosomal protein S25
542,cgd3_1690-RA-p1,1.42793,7.665963683116056,1.0,Uncharacterized protein
543,cgd4_840-RA-p1,1.427813,8.407707515212328,1.0,60S ribosomal protein L24
544,cgd6_330-RA-p1,1.41687,5.958963514588479,1.0,PH domain containing protein
